,GEO_ID,NAME,DP03_0001E,DP03_0002E,DP03_0003E,DP03_0004E,DP03_0005E,DP03_0006E,DP03_0007E,DP03_0008E,DP03_0009E,DP03_0010E,DP03_0011E,DP03_0012E,DP03_0013E,DP03_0014E,DP03_0015E,DP03_0016E,DP03_0017E,DP03_0018E,DP03_0019E,DP03_0020E,DP03_0021E,DP03_0022E,DP03_0023E,DP03_0024E,DP03_0025E,DP03_0026E,DP03_0027E,DP03_0028E,DP03_0029E,DP03_0030E,DP03_0031E,DP03_0032E,DP03_0033E,DP03_0034E,DP03_0035E,DP03_0036E,DP03_0037E,DP03_0038E,DP03_0039E,DP03_0040E,DP03_0041E,DP03_0042E,DP03_0043E,DP03_0044E,DP03_0045E,DP03_0046E,DP03_0047E,DP03_0048E,DP03_0049E,DP03_0050E,DP03_0051E,DP03_0052E,DP03_0053E,DP03_0054E,DP03_0055E,DP03_0056E,DP03_0057E,DP03_0058E,DP03_0059E,DP03_0060E,DP03_0061E,DP03_0062E,DP03_0063E,DP03_0064E,DP03_0065E,DP03_0066E,DP03_0067E,DP03_0068E,DP03_0069E,DP03_0070E,DP03_0071E,DP03_0072E,DP03_0073E,DP03_0074E,DP03_0075E,DP03_0076E,DP03_0077E,DP03_0078E,DP03_0079E,DP03_0080E,DP03_0081E,DP03_0082E,DP03_0083E,DP03_0084E,DP03_0085E,DP03_0086E,DP03_0087E,DP03_0088E,DP03_0089E,DP03_0090E,DP03_0091E,DP03_0092E,DP03_0093E,DP03_0094E,DP03_0095E,DP03_0096E,DP03_0097E,DP03_0098E,DP03_0099E,DP03_0100E,DP03_0101E,DP03_0102E,DP03_0103E,DP03_0104E,DP03_0105E,DP03_0106E,DP03_0107E,DP03_0108E,DP03_0109E,DP03_0110E,DP03_0111E,DP03_0112E,DP03_0113E,DP03_0114E,DP03_0115E,DP03_0116E,DP03_0117E,DP03_0118E,DP03_0119E,DP03_0120E,DP03_0121E,DP03_0122E,DP03_0123E,DP03_0124E,DP03_0125E,DP03_0126E,DP03_0127E,DP03_0128E,DP03_0129E,DP03_0130E,DP03_0131E,DP03_0132E,DP03_0133E,DP03_0134E,DP03_0135E,DP03_0136E,DP03_0137E
10,0500000US01019,"Cherokee County, Alabama",21349,10386,10386,9805,581,0,10963,10386,(X),10784,4440,4440,4283,1287,984,3645,2385,9671,8038,1295,22,29,118,169,28.1,9805,2862,1200,1605,1277,2861,9805,327,712,2576,88,1080,724,101,180,462,2280,459,212,604,9805,7596,1501,708,0,10606,914,823,1512,1194,1658,1941,1183,880,273,228,41014,55611,6412,61944,4998,19331,2564,24185,955,8918,152,3562,1682,7332,346,365,629,816,1243,1632,1124,797,251,129,52375,63768,23356,3274,19347,36036,30455,41367,31853,25587,23454,17359,11059,2133,5548,84,14579,9685,9183,8109,7849,534,1074,502,302,226,90,200,4894,4131,2296,2421,763,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
11,0500000US01021,"Chilton County, Alabama",34516,18836,18836,17500,1336,0,15680,18836,(X),17604,8374,8374,7963,3089,1769,6890,4628,17207,14379,2150,0,77,172,429,33.2,17500,4246,2332,3894,3183,3845,17500,473,2702,2433,735,2060,1132,124,991,1208,2765,813,1202,862,17500,14560,2050,865,25,16751,1575,1288,1809,2201,2219,3104,1862,1669,698,326,45182,62771,11840,64814,6258,18731,3387,24317,1135,9159,326,1897,3047,11926,776,575,868,1379,1767,2661,1541,1445,620,294,54255,70255,24611,4825,23745,41589,29223,46133,33380,43609,37433,27173,16253,6176,11197,534,25626,17387,16141,13245,12877,725,2896,1246,675,514,228,571,8239,6112,3702,3265,2127,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
12,0500000US01023,"Choctaw County, Alabama",10800,4768,4768,4264,504,0,6032,4768,(X),5721,2133,2133,1951,646,330,1722,746,4128,3391,535,0,60,66,76,32.2,4264,993,692,893,731,955,4264,509,302,728,46,624,197,56,94,196,1020,142,170,180,4264,3302,759,198,5,5350,672,461,909,642,622,728,518,501,226,71,34884,52247,3017,61977,2548,18933,1594,18620,514,8737,43,3214,1321,3510,310,220,452,336,447,621,404,482,172,66,49138,62966,22182,1840,20323,29210,27128,51548,27211,12945,11464,7564,6175,1481,2804,36,7323,4390,3909,3337,3122,300,572,481,178,97,84,303,2933,2363,1350,1442,570,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
13,0500000US01025,"Clarke County, Alabama",19763,8941,8930,7647,1283,11,10822,8930,(X),10542,3818,3818,3169,1448,799,3470,2286,7529,6647,695,11,49,53,74,24.4,7647,1767,1040,1560,1060,2220,7647,346,587,1837,112,947,495,67,316,296,1407,458,483,296,7647,6346,935,363,3,9358,1863,676,1041,1021,1266,1321,815,865,313,177,36127,51892,5278,66336,3969,18122,1849,19882,865,8539,121,893,1829,6034,640,244,570,574,873,1136,717,793,313,174,51813,67596,21111,3324,14297,21789,31590,51069,35873,24098,21504,13755,11320,2594,5624,124,14004,8167,7027,6273,6065,442,754,1140,575,357,252,565,5837,4746,2336,3063,1091,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
14,0500000US01027,"Clay County, Alabama",10843,5920,5920,5542,378,0,4923,5920,(X),5665,2823,2823,2664,691,502,1945,1314,5427,4879,300,0,40,31,177,29,5542,1265,749,858,678,1992,5542,199,260,1824,93,616,269,81,171,224,1129,246,188,242,5542,4430,750,334,28,5236,504,394,578,867,791,874,450,567,77,134,41225,56739,3477,56455,2159,18773,1226,20913,559,11979,131,2469,820,3643,193,198,280,590,588,702,393,546,40,113,49598,66205,23147,1593,23952,34574,25825,45159,34043,13128,11788,8451,5571,1340,3069,24,7590,5375,5023,4234,4003,359,789,352,234,151,83,118,2215,1806,987,1052,409,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
15,0500000US01029,"Cleburne County, Alabama",11847,6108,6086,5628,458,22,5739,6086,(X),6149,2699,2699,2535,913,505,2090,1364,5355,4357,771,1,40,8,178,33,5628,1475,590,1266,935,1362,5628,267,708,1090,124,759,364,18,159,225,1087,342,168,317,5628,4242,974,401,11,5726,572,414,918,640,805,1108,463,552,187,67,40188,54871,3689,62883,2425,17644,1194,18775,486,10327,103,3748,874,3860,96,126,464,474,633,876,442,504,178,67,53510,68129,21989,1866,17456,25011,28619,43360,33305,14760,12874,9112,5976,1886,3630,174,8409,5609,5229,4395,4149,373,834,380,159,102,57,221,2800,2181,1248,1228,619,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
16,0500000US01031,"Coffee County, Alabama",40510,24240,23096,21725,1371,1144,16270,23096,(X),20716,11038,10952,10315,3364,2436,7743,5457,22274,19289,1843,0,191,359,592,22.3,21725,7187,3594,4146,2759,4039,21725,799,1243,2519,467,2384,1806,261,861,1594,4944,1639,1048,2160,21725,15561,4835,1301,28,19789,1463,1046,1784,2235,2891,3796,2208,2865,875,626,53155,69305,14912,67390,6815,18514,5352,27942,1189,9394,267,2388,2532,13583,714,367,832,1292,1800,2917,1752,2552,787,570,64723,79983,27577,6206,31245,44132,30656,50243,33527,49581,44577,34324,18897,5004,12901,564,28583,21153,19886,17291,16408,2044,2595,1267,828,581,317,439,7430,6035,3967,3124,1395,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
17,0500000US01033,"Colbert County, Alabama",44328,23880,23833,22436,1397,47,20448,23833,(X),23324,11320,11320,10824,3514,2186,7229,5173,22074,19914,1413,22,107,157,461,23.2,22436,6254,3341,5262,2513,5066,22436,250,1766,4360,481,2920,1310,270,1101,1515,4691,1768,1110,894,22436,17786,3323,1260,67,21799,1950,1342,3062,2241,2705,4781,2385,2235,650,448,47558,59835,14543,63934,8753,19256,5463,23210,1487,8356,219,2020,2601,14768,807,487,1491,1319,1913,3596,2212,1969,566,408,59406,71185,24918,7031,23996,34169,30133,45144,30953,54038,49685,37462,20614,4353,12219,392,31549,22151,20881,18945,18265,1287,1936,1270,685,518,180,585,9398,7965,4826,4165,1433,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
18,0500000US01035,"Conecuh County, Alabama",10152,4397,4397,3892,505,0,5755,4397,(X),5357,2061,2061,1874,739,454,1743,887,3876,3467,252,8,33,24,92,25.1,3892,566,749,899,453,1225,3892,278,219,674,94,639,316,109,184,43,653,282,116,285,3892,3124,524,223,21,4574,464,539,816,635,701,781,345,227,25,41,33177,41773,2687,44895,2266,17944,765,17521,421,12992,65,1509,813,2887,151,159,403,446,549,660,288,191,25,15,39835,49300,17542,1687,17250,27789,25774,41477,25663,12469,10665,6805,5484,1804,2841,162,6921,3984,3499,2901,2763,168,598,485,139,118,24,346,2937,2239,1294,1360,698,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
19,0500000US01037,"Coosa County, Alabama",9227,4363,4363,4110,253,0,4864,4363,(X),4589,2090,2090,2001,430,303,1240,807,3995,3355,361,18,62,22,177,29.2,4110,851,758,1010,609,882,4110,53,358,829,101,355,441,48,198,234,743,356,209,185,4110,3320,628,162,0,4103,255,354,606,614,744,626,411,263,141,89,38301,55936,2440,58627,2143,18083,1057,21890,376,11582,23,3422,422,2664,62,77,303,374,583,479,297,274,126,89,48118,69594,22963,1439,21679,29489,26292,41611,27189,10465,9653,6709,4851,812,1900,87,6236,3933,3757,3343,3281,181,414,176,77,53,24,99,2303,2120,1284,1346,183,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
20,0500000US01039,"Covington County, Alabama",30107,16348,16327,14899,1428,21,13759,16327,(X),15801,7442,7432,6768,2481,1706,4818,3229,14709,12874,1184,7,153,255,236,25,14899,4380,2082,3104,2389,2944,14899,960,1035,2122,442,1688,1461,93,515,1396,2772,853,700,862,14899,11760,2133,993,13,15008,1520,952,2107,2055,1957,2637,1696,1354,488,242,40601,55315,9852,60112,6575,17704,3214,20436,921,9381,139,4233,2155,10124,661,280,822,1296,1504,2157,1480,1219,476,229,54513,66989,23071,4884,20844,29205,29719,41745,31254,36786,32670,23544,14408,4116,8568,569,20830,14868,13607,11885,11570,560,1722,1261,427,277,178,834,5962,4984,2933,2754,978,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
21,0500000US01041,"Crenshaw County, Alabama",11106,6006,5959,5612,347,47,5100,5959,(X),5770,2688,2688,2533,832,558,1977,1365,5561,4545,603,30,97,50,236,27.9,5612,1372,886,1320,760,1274,5612,308,387,990,169,655,320,121,235,414,1133,186,272,422,5612,4182,961,458,11,5025,468,529,733,554,685,887,471,512,84,102,39812,58669,3354,62287,2167,16400,958,18644,481,8606,92,1368,938,3424,159,88,446,322,535,805,412,496,77,84,55687,73045,23353,1601,15670,26091,26482,39733,30791,13656,12296,8864,5499,1360,3291,121,7962,5500,5196,4506,4291,376,690,304,161,109,52,143,2462,2058,1196,1217,404,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
22,0500000US01043,"Cullman County, Alabama",65879,34955,34906,33003,1903,49,30924,34906,(X),33694,15584,15575,14741,5455,3347,11880,7712,32668,28607,3024,34,194,125,684,26.4,33003,8908,4795,7285,5048,6967,33003,796,3332,5670,977,4631,1904,316,1286,2587,6627,2080,1716,1081,33003,26651,3786,2452,114,30730,2504,1803,4208,3675,5330,5541,3061,2941,1011,656,42558,58564,20938,65257,11711,19123,6196,19103,1982,10441,380,1971,3677,21303,1025,795,1924,2293,3965,4420,2690,2645,951,595,53354,68057,22980,9427,23605,34873,29552,43249,31434,81446,71815,51883,30468,9631,19479,743,47502,32370,30788,26224,25429,1400,4564,1582,965,668,408,617,15132,11425,7196,5444,3707,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
23,0500000US01045,"Dale County, Alabama",39028,22131,19763,18025,1738,2368,16897,19763,(X),20034,9789,9482,8548,3658,2093,7144,4805,20088,17211,1437,7,532,296,605,21.5,18025,4769,2871,4490,2338,3557,18025,375,1025,2074,409,2986,1839,137,627,1251,3131,1657,962,1552,18025,13307,3590,1100,28,18670,1793,1211,2302,1950,2815,3615,1978,1976,632,398,45960,59184,13251,59741,6651,17695,4911,24203,1784,10393,215,2770,3582,12586,706,409,1141,1186,1974,2847,1691,1743,546,343,56602,69806,23837,6084,22679,34943,28405,44071,30127,46406,41132,30252,19029,5274,12120,425,26554,18104,16680,13695,13157,1494,2985,1424,947,623,377,477,8450,7081,4233,4043,1369,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
24,0500000US01047,"Dallas County, Alabama",31400,16213,16201,14295,1906,12,15187,16201,(X),17357,8286,8274,7271,2884,1758,6098,4262,13991,12085,1284,0,203,216,203,22.5,14295,3751,2411,2638,1206,4289,14295,269,737,3738,169,1525,683,88,491,774,3243,841,840,897,14295,11356,2177,714,48,16336,2768,1270,2848,2004,2078,2223,1408,1185,305,247,31602,46049,10720,49848,6758,15163,3000,19816,2214,8688,254,2305,5071,10564,1202,608,1560,1328,1344,1806,1168,1089,258,201,41102,54955,18910,5772,18964,27900,24825,39526,28310,39749,34984,19501,19993,4765,10402,209,22784,14669,12850,10871,10226,1042,1979,1819,990,392,649,829,8115,6430,2408,4615,1685,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
25,0500000US01049,"DeKalb County, Alabama",55947,29993,29988,28637,1351,5,25954,29988,(X),28458,13070,13070,12409,4927,3252,10918,6818,28264,24212,2915,15,269,116,737,23.7,28637,6648,4525,5528,3522,8414,28637,842,2155,8143,508,3590,1825,253,1093,1251,4782,1907,1218,1070,28637,22653,3214,2752,18,26132,2682,1891,3868,3462,3741,4846,2374,2219,450,599,39233,54158,17698,58537,10113,17848,4784,20523,1798,9190,344,2235,4953,18413,1107,625,2498,2502,2909,3815,2122,1907,408,520,47478,61255,21004,7719,19400,33907,26288,38581,29055,70443,60212,40587,28734,10231,18159,668,41057,27812,26627,21290,20568,1167,5337,1185,672,558,202,513,13245,9603,5332,5742,3642,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
26,0500000US01051,"Elmore County, Alabama",65199,36488,36030,33811,2219,458,28711,36030,(X),33955,18391,18290,17122,5488,3838,12087,8657,33582,29130,3055,42,245,251,859,27.7,33811,12449,4320,7853,3557,5632,33811,492,2744,3886,726,4105,1590,448,1971,2820,6781,2720,1588,3940,33811,24924,7100,1739,48,29143,1843,1168,2875,2735,3669,5460,4243,4917,1091,1142,59347,74630,21752,74811,10289,19791,7330,25649,1810,9697,400,1896,3711,20959,1003,437,1188,1628,2353,4530,3363,4584,899,974,70299,85008,27475,8184,31264,43895,34300,51968,40215,76330,70103,56436,25108,6227,19346,468,45578,33429,31451,28743,27930,1929,2708,1978,1009,923,237,969,12149,10067,6799,4777,2082,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
27,0500000US01053,"Escambia County, Alabama",29981,14077,14077,12182,1895,0,15904,14077,(X),14580,6660,6660,5695,2389,1683,4956,3259,11999,10986,839,0,51,42,81,22.7,12182,2958,2643,2790,1304,2487,12182,284,924,2153,234,1399,767,118,417,640,2412,1098,559,1177,12182,9197,2309,661,15,13428,2037,1116,1960,1601,2148,1996,1132,928,354,156,35000,47508,7979,55211,6058,17040,2407,20216,713,8189,181,2329,2270,8213,760,325,852,1069,1424,1553,1011,797,300,122,46605,58927,18161,5215,19215,28140,29017,41271,30742,34533,29192,19963,13099,5341,8802,889,19451,13064,11266,9792,9384,598,1474,1798,633,381,281,1165,6387,4582,2451,2586,1805,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
28,0500000US01055,"Etowah County, Alabama",83391,45330,45312,42367,2945,18,38061,45312,(X),43580,21380,21371,20111,6135,3756,14152,9097,41319,35321,3637,86,346,283,1646,24,42367,12810,7830,8773,3857,9097,42367,298,2580,8040,1100,5011,1961,808,1668,2354,9886,4052,2410,2199,42367,34263,5761,2267,76,38777,2848,2615,5808,4508,5552,6814,4758,4079,919,876,44023,58953,26233,61032,16961,18737,9771,20370,2977,9868,448,2635,5477,26139,1210,956,2864,2725,3587,5251,4313,3645,815,773,57899,69657,24065,12638,23867,34453,27153,44287,31276,102146,91484,66066,41395,10662,23571,669,60290,41412,38800,33562,32189,2347,5238,2612,1410,988,621,1202,18878,15332,8566,8960,3546,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
29,0500000US01057,"Fayette County, Alabama",13491,6876,6863,6380,483,13,6615,6863,(X),7038,3111,3111,2871,1040,682,2243,1393,6296,5407,650,0,84,25,130,28.5,6380,1659,1076,1177,711,1757,6380,252,297,1499,173,803,470,108,204,256,1569,275,260,214,6380,5240,840,285,15,6947,677,665,924,1005,969,1281,743,440,173,70,37458,52024,4557,56820,2985,17816,1735,14688,604,8372,140,2894,1282,4812,280,277,522,698,705,1007,694,411,158,60,47841,60273,21862,2135,20234,31648,28136,40634,31391,16385,14939,10420,7651,1446,3739,83,9346,6239,5819,5166,4963,347,653,420,268,224,55,152,3107,2549,1301,1853,558,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
30,0500000US01059,"Franklin County, Alabama",24598,13691,13689,12849,840,2,10907,13689,(X),12536,5766,5766,5358,2350,1418,4799,2945,12771,10627,1655,26,100,193,170,28.6,12849,3040,1787,2415,1617,3990,12849,258,1278,3778,307,1169,570,352,465,700,2320,800,439,413,12849,10160,1992,695,2,11210,835,690,1865,1422,1900,1927,1487,699,248,137,40459,52295,7687,54948,4605,17349,2380,20232,879,10558,153,2141,1989,7702,353,270,1021,1030,1315,1440,1312,612,219,130,48380,60172,19776,3508,23085,31654,26223,35172,29510,31319,27314,19396,11794,4005,8020,714,18325,12626,11911,10277,9942,533,1634,715,320,219,113,395,5699,4437,2640,2267,1262,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
31,0500000US01061,"Geneva County, Alabama",21376,11081,10992,10047,945,89,10295,10992,(X),11055,4990,4977,4526,1516,895,3792,2593,9908,8291,1118,3,61,264,171,27.5,10047,2517,1608,1980,1925,2017,10047,560,924,1513,570,1023,732,59,267,590,2117,488,561,643,10047,7406,1563,1029,49,10479,1068,857,1860,1067,1607,1678,1167,934,114,127,38142,49724,6753,55219,4422,17838,2002,19179,985,8981,79,1108,1957,7220,421,340,1031,775,1206,1367,988,854,114,124,47603,58910,20471,3259,17469,27483,27024,40904,31839,26169,22583,14626,11689,3586,6240,205,14942,10213,9340,7611,7251,551,1729,873,228,115,123,645,4729,3731,1734,2469,998,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
32,0500000US01063,"Greene County, Alabama",6661,2619,2619,2204,415,0,4042,2619,(X),3586,1316,1316,1173,610,488,1095,623,2204,1812,262,0,17,31,82,31.9,2204,589,392,462,166,595,2204,53,126,585,7,187,46,22,134,138,557,117,21,211,2204,1533,581,90,0,2955,671,506,435,329,283,440,137,105,49,0,21804,33639,1502,39331,1415,14528,670,18213,465,8051,86,860,1234,1630,248,219,220,240,170,264,119,105,45,0,31077,42861,14209,1325,14148,21286,24033,36346,28883,8371,7415,3824,4817,956,1886,74,4812,2340,1936,1725,1662,110,211,404,199,129,70,205,2472,2006,917,1484,466,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
33,0500000US01065,"Hale County, Alabama",11857,5813,5769,5083,686,44,6044,5769,(X),6403,2913,2913,2613,1048,656,2003,1505,4990,4411,355,6,8,54,156,30.3,5083,1413,882,1166,572,1050,5083,256,320,1019,50,591,191,0,192,471,1212,362,269,150,5083,4162,604,317,0,5658,926,657,717,683,673,911,459,385,125,122,30571,49368,3237,58233,2606,16330,1146,22114,725,9770,81,3922,1535,3560,301,289,400,409,439,793,320,367,125,117,48165,61931,20272,2098,16167,27184,23032,42235,28930,14649,13365,8094,7362,1284,3840,86,8228,5293,4640,4192,3901,432,448,653,365,202,193,288,2935,2473,988,1832,462,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
34,0500000US01067,"Henry County, Alabama",13980,7372,7362,6868,494,10,6608,7362,(X),7305,3634,3634,3437,1077,724,2124,1585,6834,5959,482,0,42,203,148,26.3,6868,2125,1384,1349,641,1369,6868,303,238,779,299,816,802,85,226,530,1637,719,287,147,6868,5674,843,342,9,6669,519,501,748,770,861,1526,697,699,254,94,48610,59476,4517,60957,2783,18649,1533,26224,709,12542,23,2257,1156,4477,235,128,352,511,547,1161,561,649,249,84,57902,69645,24069,2192,25595,37338,28056,44785,33443,16821,14904,10528,7314,1917,3839,51,9497,6641,6218,5059,4755,425,1159,423,139,73,66,284,2856,2433,1379,1453,423,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
35,0500000US01069,"Houston County, Alabama",82833,47797,47645,44291,3354,152,35036,47645,(X),43917,22884,22874,21323,7390,4914,15415,10989,43707,38637,3194,41,326,391,1118,21.1,44291,14031,8211,10741,4325,6983,44291,679,2549,4249,1620,6407,3473,635,1860,3374,10522,4475,2366,2082,44291,36293,5265,2632,101,39253,3334,2559,4946,4310,5988,6813,4182,4334,1402,1385,45496,64926,28328,67488,14000,19317,8187,22885,2837,9264,469,2523,5777,25733,1515,968,2323,2323,3865,5008,3401,3780,1295,1255,58526,78123,25990,13520,26327,37496,28801,44597,33134,103510,92773,65560,41174,10737,25430,605,60638,43558,40530,34832,33174,2684,5698,3028,1628,1037,674,1400,17080,14129,7655,7958,2951,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
36,0500000US01071,"Jackson County, Alabama",42344,21471,21466,20189,1277,5,20873,21466,(X),21961,9643,9643,9110,2934,1388,7382,4059,19852,17132,1755,8,295,123,539,25.2,20189,5488,2719,3842,2381,5759,20189,343,1453,5566,262,2594,1071,154,851,1298,3922,1062,1020,593,20189,15842,2958,1348,41,20626,2214,1772,2563,2736,3294,3647,1944,1811,286,359,39816,52230,13521,56641,8228,18231,4940,20387,1270,8793,214,4764,2611,14410,1148,610,1298,1960,2305,3062,1779,1659,293,296,49216,61243,21608,6216,20464,30310,26775,40159,30566,51593,46619,34725,20880,4974,11658,141,30191,19480,18349,15898,15444,933,2451,1131,685,502,210,446,10711,8817,5534,4462,1894,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
37,0500000US01073,"Jefferson County, Alabama",525347,326611,326091,302428,23663,520,198736,326091,(X),281586,163138,163025,150704,47794,34564,93472,68992,297470,249038,29110,2694,4133,3254,9241,23.9,302428,117623,50585,71650,22443,40127,302428,2171,15755,27504,8805,32804,16717,6645,25886,32264,76725,27917,17016,12219,302428,248342,40134,13511,441,260924,21985,15131,28807,27053,33115,44467,30066,33378,12483,14439,51979,75281,197398,77741,86361,18700,51227,25008,19296,9781,4259,2411,38355,164836,8929,5822,13128,14061,19917,28193,22612,27912,11280,12982,67455,92196,30657,96088,31136,44404,32135,51700,40160,652744,590580,442646,228387,62164,159831,5886,396523,300698,279528,246748,236544,17849,32780,21170,12749,7897,5484,8421,95825,81133,48893,42534,14692,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
38,0500000US01075,"Lamar County, Alabama",11160,5803,5803,5338,465,0,5357,5803,(X),5791,2474,2474,2222,762,442,2016,1248,5283,4662,528,36,4,4,49,27.9,5338,1446,718,938,846,1390,5338,179,452,1223,157,409,356,66,210,414,974,174,360,364,5338,4130,847,307,54,5974,522,678,776,867,833,1094,416,645,91,52,36756,51320,3800,58695,2473,18001,1138,22351,452,8572,200,1592,1052,4052,217,199,285,672,603,936,379,618,91,52,50850,63650,21666,1922,17726,25201,30047,41558,31941,13767,12470,8333,5975,1297,3247,395,7670,5316,4928,4459,4283,339,469,388,194,128,66,194,2354,2120,1187,1177,234,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
